19,0
48,1
44,1
40,1
31,1
19,0
33,1
38,1
25,0
20,0
44,1
33,1
35,1
24,0
18,0
25,0
35,1
41,1
28,0
26,0
45,1
18,0
33,1
48,1
18,0
18,0
29,0
29,0
31,1
29,0
49,1
25,0
35,1
47,1
45,1
50,1
17,0
21,0
49,1
50,1
49,1
19,0
36,1
16,0
38,1
49,1
40,1
35,1
38,1
19,0
27,0
20,0
45,1
23,0
45,1
18,0
44,1
43,1
42,1
42,1
25,0
16,0
29,0
20,0
49,1
47,1
48,1
25,0
47,1
23,0
36,1
50,1
28,0
15,0
27,0
42,1
49,1
43,1
24,0
21,0
24,0
29,0
50,1
29,0
36,1
15,0
23,0
40,1
17,0
27,0
24,0
28,0
47,1
47,1
38,1
41,1
22,0
28,0
25,0
44,1
22,0
37,1
49,1
29,0
27,0
31,1
16,0
20,0
16,0
47,1
39,1
34,1
28,0
41,1
19,0
17,0
36,1
20,0
19,0
17,0
39,1
26,0
49,1
15,0
41,1
35,1
33,1
19,0
29,0
24,0
44,1
27,0
39,1
27,0
18,0
18,0
23,0
49,1
15,0
15,0
21,0
15,0
23,0
20,0
36,1
20,0
46,1
16,0
24,0
45,1
29,0
38,1
15,0
38,1
43,1
38,1
45,1
49,1
28,0
47,1
32,1
27,0
22,0
18,0
21,0
18,0
28,0
25,0
17,0
27,0
42,1
29,0
23,0
28,0
31,1
24,0
15,0
20,0
28,0
26,0
37,1
19,0
22,0
43,1
24,0
21,0
37,1
41,1
36,1
24,0
27,0
23,0
43,1
29,0
27,0
18,0
37,1
27,0
17,0
20,0
42,1
23,0
21,0
50,1
47,1
32,1
38,1
27,0
36,1
26,0
50,1
46,1
18,0
29,0
18,0
27,0
27,0
50,1
40,1
46,1
47,1
18,0
29,0
26,0
29,0
22,0
23,0
22,0
23,0
48,1
34,1
29,0
35,1
50,1
30,1
15,0
46,1
25,0
15,0
50,1
36,1
31,1
20,0
41,1
17,0
26,0
32,1
27,0
19,0
21,0
41,1
23,0
27,0
24,0
21,0
32,1
48,1
37,1
32,1
20,0
39,1
48,1
15,0
20,0
44,1
28,0
40,1
17,0
38,1
28,0
28,0
16,0
47,1
36,1
20,0
27,0
19,0
46,1
48,1
39,1
32,1
38,1
23,0
29,0
19,0
19,0
29,0
38,1
39,1
45,1
45,1
23,0
43,1
44,1
35,1
36,1
24,0
43,1
24,0
42,1
45,1
22,0
26,0
16,0
22,0
39,1
28,0
38,1
15,0
40,1
26,0
50,1
22,0
21,0
31,1
28,0
17,0
33,1
33,1
15,0
25,0
44,1
18,0
17,0
30,1
48,1
18,0
36,1
38,1
39,1
32,1
29,0
16,0
28,0
25,0
18,0
25,0
26,0
16,0
25,0
31,1
20,0
36,1
44,1
45,1
22,0
32,1
19,0
46,1
49,1
25,0
25,0
25,0
18,0
46,1
41,1
22,0
42,1
44,1
31,1
26,0
43,1
23,0
48,1
37,1
17,0
18,0
23,0
21,0
43,1
28,0
24,0
39,1
17,0
39,1
23,0
30,1
23,0
40,1
28,0
42,1
38,1
42,1
48,1
20,0
16,0
23,0
41,1
26,0
25,0
24,0
45,1
44,1
39,1
43,1
38,1
31,1
28,0
41,1
24,0
40,1
22,0
28,0
18,0
25,0
43,1
49,1
24,0
23,0
25,0
18,0
19,0
48,1
22,0
23,0
19,0
50,1
17,0
24,0
17,0
42,1
41,1
42,1
27,0
15,0
22,0
29,0
42,1
17,0
21,0
26,0
44,1
26,0
19,0
43,1
42,1
34,1
49,1
50,1
16,0
42,1
40,1
47,1
20,0
46,1
19,0
23,0
32,1
24,0
28,0
36,1
17,0
16,0
16,0
30,1
22,0
22,0
18,0
20,0
25,0
17,0
29,0
18,0
18,0
16,0
21,0
33,1
23,0
20,0
35,1
17,0
44,1
15,0
28,0
37,1
21,0
37,1
26,0
39,1
48,1
23,0
32,1
27,0
42,1
34,1
33,1
28,0
46,1
48,1
27,0
34,1
